new_id,batch,sex,ssctotal,sscyear,hsctotal,hscyear,dif_ssc_hsc,dif_hsc_uni,drop_out,semester1_cgpa,semester1_fail,semester2_cgpa,semester2_fail,semester3_cgpa,semester3_fail,semester4_cgpa,semester4_fail,semester5_cgpa,semester5_fail,semester6_cgpa,semester6_fail,semester7_cgpa,semester7_fail,semester8_cgpa,semester8_fail,semester9_cgpa,semester9_fail,semester10_cgpa,semester10_fail,semester11_cgpa,semester11_fail,semester12_cgpa,semester12_fail,semester13_cgpa,semester13_fail,semester14_cgpa,semester14_fail,semester15_cgpa,semester15_fail,semester16_cgpa,semester16_fail
43,20170,male,4.0,2014.0,4.13,2016.0,0,1,reguler,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0,2.4166666666666665,0
44,20091,male,4.38,2006.0,4.8,2008.0,0,1,dropOut,2.75,0,3.0,0,2.65,0,2.5833333333333335,0,2.325,1,2.2916666666666665,0,2.1153846153846154,1,2.1153846153846154,0,2.1153846153846154,0,2.1153846153846154,0,2.1153846153846154,0,2.1153846153846154,0,2.1153846153846154,0,2.1153846153846154,0,2.1153846153846154,0,2.1153846153846154,0
46,20142,female,5.0,2011.0,3.8,2013.0,0,1,reguler,2.5,1,2.8181818181818183,0,3.4921875,0,3.5795454545454546,0,3.550925925925926,0,3.44140625,1,3.493333333333333,0,3.414772727272727,0,3.414772727272727,0,3.414772727272727,0,3.414772727272727,0,3.414772727272727,0,3.414772727272727,0,3.414772727272727,0,3.414772727272727,0,3.414772727272727,0
48,20170,male,3.38,2014.0,3.92,2016.0,0,1,reguler,0.6666666666666666,2,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0
49,20130,female,5.0,2010.0,4.7,2012.0,0,1,dropOut,2.9166666666666665,0,2.977272727272727,0,2.8819444444444446,0,2.96,0,2.86328125,0,2.5809859154929575,3,2.5809859154929575,0,2.5809859154929575,0,2.5809859154929575,0,2.5809859154929575,0,2.5809859154929575,0,2.5809859154929575,0,2.5809859154929575,0,2.5809859154929575,0,2.5809859154929575,0,2.5809859154929575,0
50,20150,male,5.0,2012.0,4.6,2014.0,0,1,reguler,2.9166666666666665,0,2.647727272727273,0,2.2,2,2.5384615384615383,1,2.481132075471698,1,2.4404761904761907,1,2.662878787878788,0,2.662878787878788,0,2.662878787878788,0,2.662878787878788,0,2.662878787878788,0,2.662878787878788,0,2.662878787878788,0,2.662878787878788,0,2.662878787878788,0,2.662878787878788,0
51,20132,male,5.0,2009.0,3.2,2013.0,2,0,reguler,3.25,0,3.2613636363636362,0,2.8819444444444446,1,3.25,0,3.1791666666666667,0,3.185810810810811,0,3.1724137931034484,0,3.1485148514851486,0,3.033482142857143,1,3.1434426229508197,0,3.087686567164179,0,3.087686567164179,0,3.087686567164179,0,3.087686567164179,0,3.087686567164179,0,3.087686567164179,0
52,20100,male,4.0,2007.0,2.7,2009.0,0,1,dropOut,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
53,20151,female,5.0,2011.0,5.0,2013.0,0,2,reguler,3.75,0,3.6956521739130435,0,3.7222222222222223,0,3.78,0,3.75,0,3.73,0,3.73,0,3.73,0,3.73,0,3.73,0,3.73,0,3.73,0,3.73,0,3.73,0,3.73,0,3.73,0
54,20151,male,5.0,2010.0,5.0,2012.0,0,3,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
55,20161,male,5.0,2013.0,4.08,2015.0,0,1,reguler,3.4166666666666665,0,3.25,0,3.3671875,0,3.3671875,0,3.3671875,0,3.3671875,0,3.3671875,0,3.3671875,0,3.3671875,0,3.3671875,0,3.3671875,0,3.3671875,0,3.3671875,0,3.3671875,0,3.3671875,0,3.3671875,0
56,20160,female,4.25,2013.0,4.75,2015.0,0,1,reguler,1.4166666666666667,1,1.671875,3,2.2045454545454546,2,1.8548387096774193,2,1.8548387096774193,0,1.8548387096774193,0,1.8548387096774193,0,1.8548387096774193,0,1.8548387096774193,0,1.8548387096774193,0,1.8548387096774193,0,1.8548387096774193,0,1.8548387096774193,0,1.8548387096774193,0,1.8548387096774193,0,1.8548387096774193,0
59,20170,male,4.5,2012.0,3.5,2016.0,2,1,reguler,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0,2.9166666666666665,0
60,20170,male,53.0,2014.0,4.42,2016.0,0,1,reguler,2.3333333333333335,1,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0
62,20170,male,4.25,2014.0,4.33,2016.0,0,1,reguler,1.5,1,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0,1.5,0
63,20100,female,5.0,2007.0,4.6,2009.0,0,1,reguler,3.3461538461538463,0,3.5217391304347827,0,3.6944444444444446,0,3.6785714285714284,0,3.6733870967741935,0,3.6655405405405403,0,3.6091954022988504,0,3.420103092783505,1,3.339622641509434,1,2.9747899159663866,5,2.9747899159663866,3,3.088,1,2.859259259259259,5,2.859259259259259,0,2.859259259259259,0,2.859259259259259,0
64,20142,male,4.38,2010.0,4.4,2012.0,0,2,reguler,0.0,3,0.2727272727272727,4,0.57,2,0.5089285714285714,4,0.5089285714285714,3,0.75,2,0.75,3,0.75,3,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0,0.75,0
65,20140,female,5.0,2010.0,5.0,2012.0,0,2,reguler,3.9166666666666665,0,3.8181818181818183,0,3.8680555555555554,0,3.9,0,3.88671875,0,3.8493589743589745,0,3.8532608695652173,0,3.827830188679245,0,3.7875,0,3.7293233082706765,0,3.7293233082706765,0,3.7293233082706765,0,3.7293233082706765,0,3.7293233082706765,0,3.7293233082706765,0,3.7293233082706765,0
67,20161,male,4.5,2012.0,3.7,2014.0,0,2,dropOut,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
68,20130,female,5.0,2009.0,4.3,2011.0,0,2,reguler,4.0,0,3.6704545454545454,0,3.6597222222222223,0,3.715,0,3.671875,0,3.674342105263158,0,3.616477272727273,0,3.5975,0,3.581858407079646,0,3.5218253968253967,0,3.6149635036496353,0,3.607638888888889,0,3.607638888888889,0,3.607638888888889,0,3.607638888888889,0,3.607638888888889,0
71,20131,male,4.63,2007.0,2.6,2012.0,3,1,dropOut,2.25,0,1.6590909090909092,2,1.3879310344827587,4,1.3879310344827587,0,1.3879310344827587,0,1.3879310344827587,0,1.3879310344827587,0,1.3879310344827587,0,1.3879310344827587,0,1.3879310344827587,0,1.3879310344827587,0,1.3879310344827587,0,1.3879310344827587,0,1.3879310344827587,0,1.3879310344827587,0,1.3879310344827587,0
73,20152,male,4.38,2013.0,4.08,2015.0,0,0,reguler,0.0,4,1.4166666666666667,1,1.3,2,1.6931818181818181,2,1.73,2,1.73,0,1.73,0,1.73,0,1.73,0,1.73,0,1.73,0,1.73,0,1.73,0,1.73,0,1.73,0,1.73,0
74,20150,male,4.38,2012.0,5.0,2014.0,0,1,dropOut,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
75,20160,female,4.69,2013.0,4.33,2015.0,0,1,reguler,2.9166666666666665,0,3.210526315789474,0,2.9310344827586206,0,2.91025641025641,0,2.91025641025641,0,2.91025641025641,0,2.91025641025641,0,2.91025641025641,0,2.91025641025641,0,2.91025641025641,0,2.91025641025641,0,2.91025641025641,0,2.91025641025641,0,2.91025641025641,0,2.91025641025641,0,2.91025641025641,0
76,20141,male,4.94,2010.0,4.4,2012.0,0,2,reguler,2.5,0,2.28,1,2.5714285714285716,0,2.380434782608696,1,2.138392857142857,3,2.4,1,2.4925373134328357,0,2.4594594594594597,2,2.529220779220779,1,2.529220779220779,0,2.529220779220779,0,2.529220779220779,0,2.529220779220779,0,2.529220779220779,0,2.529220779220779,0,2.529220779220779,0
78,20170,male,5.0,2014.0,4.0,2016.0,0,1,reguler,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0,2.0833333333333335,0
80,20140,male,4.19,2011.0,3.9,2013.0,0,1,reguler,2.75,0,2.852272727272727,0,3.0208333333333335,0,2.825,1,2.931451612903226,0,2.8863636363636362,2,2.966666666666667,0,2.9309523809523808,0,2.865546218487395,0,2.888059701492537,0,2.888059701492537,0,2.888059701492537,0,2.888059701492537,0,2.888059701492537,0,2.888059701492537,0,2.888059701492537,0
81,20151,male,4.0,2012.0,3.3,2014.0,0,1,reguler,0.0,3,1.5,1,2.7083333333333335,0,2.8189655172413794,0,2.755952380952381,0,2.75,0,2.75,0,2.75,0,2.75,0,2.75,0,2.75,0,2.75,0,2.75,0,2.75,0,2.75,0,2.75,0
82,20090,male,3.75,2005.0,3.0,2008.0,1,1,dropOut,1.0,1,2.15,0,1.7222222222222223,2,1.75,1,1.4852941176470589,3,1.4285714285714286,2,1.7395833333333333,0,1.6607142857142858,2,1.603448275862069,4,1.603448275862069,0,1.603448275862069,0,1.603448275862069,0,1.603448275862069,0,1.603448275862069,0,1.603448275862069,0,1.603448275862069,0
83,20140,male,5.0,2011.0,4.1,2013.0,0,1,reguler,1.9166666666666667,1,1.9772727272727273,1,1.921875,1,1.9807692307692308,2,1.875,2,1.760204081632653,2,1.913265306122449,2,1.7688679245283019,4,1.7688679245283019,0,1.7688679245283019,0,1.7688679245283019,0,1.7688679245283019,0,1.7688679245283019,0,1.7688679245283019,0,1.7688679245283019,0,1.7688679245283019,0
84,20142,male,3.75,2012.0,3.3,2014.0,0,0,reguler,0.6666666666666666,2,0.9204545454545454,2,1.2403846153846154,2,1.4166666666666667,2,1.5384615384615385,4,1.7934782608695652,2,1.9732142857142858,1,2.297794117647059,0,2.297794117647059,0,2.297794117647059,0,2.297794117647059,0,2.297794117647059,0,2.297794117647059,0,2.297794117647059,0,2.297794117647059,0,2.297794117647059,0
85,20141,male,4.88,2011.0,4.5,2013.0,0,1,reguler,3.0625,0,2.977272727272727,0,2.4791666666666665,2,2.625,0,2.547169811320755,1,2.496212121212121,1,2.439189189189189,1,2.465625,1,2.4505813953488373,1,2.4505813953488373,0,2.4505813953488373,0,2.4505813953488373,0,2.4505813953488373,0,2.4505813953488373,0,2.4505813953488373,0,2.4505813953488373,0
86,20121,male,4.75,2009.0,3.9,2011.0,0,1,reguler,0.9166666666666666,2,1.4078947368421053,2,2.144230769230769,1,2.557142857142857,0,2.7555555555555555,0,2.663793103448276,0,2.9076923076923076,1,2.728125,2,2.6657894736842107,1,2.6391509433962264,1,2.838495575221239,0,2.7817460317460316,1,2.7964285714285713,0,2.7899305555555554,0,2.7899305555555554,0,2.7899305555555554,0
87,20151,male,5.0,2012.0,4.7,2014.0,0,1,reguler,3.4166666666666665,0,2.119565217391304,4,3.1203703703703702,0,3.141025641025641,0,3.150943396226415,0,3.1904761904761907,0,3.1904761904761907,0,3.1904761904761907,0,3.1904761904761907,0,3.1904761904761907,0,3.1904761904761907,0,3.1904761904761907,0,3.1904761904761907,0,3.1904761904761907,0,3.1904761904761907,0,3.1904761904761907,0
88,20121,male,3.06,2005.0,3.06,2009.0,2,3,reguler,2.9166666666666665,0,2.909090909090909,0,2.8680555555555554,0,3.1902173913043477,0,3.075,0,3.057142857142857,1,3.175,0,3.113157894736842,0,3.147727272727273,0,3.092741935483871,0,3.0760869565217392,0,3.127659574468085,0,3.1458333333333335,0,3.1458333333333335,0,3.1458333333333335,0,3.1458333333333335,0
89,20160,male,4.56,2012.0,5.0,2014.0,0,2,reguler,1.6666666666666667,1,2.473684210526316,1,2.2758620689655173,2,2.3333333333333335,2,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0,2.3333333333333335,0
91,20142,male,4.69,2011.0,3.2,2014.0,1,0,reguler,1.5833333333333333,1,2.147727272727273,1,2.409090909090909,2,2.0384615384615383,3,2.0384615384615383,0,2.0384615384615383,0,2.0384615384615383,0,2.0384615384615383,0,2.0384615384615383,0,2.0384615384615383,0,2.0384615384615383,0,2.0384615384615383,0,2.0384615384615383,0,2.0384615384615383,0,2.0384615384615383,0,2.0384615384615383,0
92,20170,female,4.44,2013.0,3.5,2016.0,1,1,reguler,0.6666666666666666,2,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0,0.6666666666666666,0
93,20110,female,4.88,2007.0,4.5,2009.0,0,2,reguler,3.4423076923076925,0,3.260869565217391,0,3.423611111111111,0,3.285,0,3.1328125,1,3.2045454545454546,0,3.190340909090909,0,3.2549019607843137,0,3.3157894736842106,0,3.4703389830508473,0,3.4612403100775193,1,3.50709219858156,0,3.5121527777777777,0,3.5121527777777777,0,3.5121527777777777,0,3.5121527777777777,0
97,20170,male,5.0,2013.0,4.67,2015.0,0,2,reguler,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0
98,20170,male,5.0,2014.0,5.0,2016.0,0,1,reguler,1.4166666666666667,1,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0,1.4166666666666667,0
99,20100,male,4.13,2005.0,3.3,2008.0,1,2,dropOut,2.5576923076923075,0,2.032608695652174,2,2.4242424242424243,1,2.296511627906977,2,2.4,0,2.5848214285714284,1,2.5524193548387095,0,2.5555555555555554,0,2.3333333333333335,3,2.0925925925925926,3,2.4464285714285716,0,2.524193548387097,1,2.524193548387097,0,2.524193548387097,0,2.524193548387097,0,2.524193548387097,0
100,20152,male,5.0,2010.0,4.0,2012.0,0,3,reguler,1.5,1,2.3947368421052633,0,2.340909090909091,3,2.239130434782609,1,2.239130434782609,0,2.239130434782609,0,2.239130434782609,0,2.239130434782609,0,2.239130434782609,0,2.239130434782609,0,2.239130434782609,0,2.239130434782609,0,2.239130434782609,0,2.239130434782609,0,2.239130434782609,0,2.239130434782609,0
102,20152,male,5.0,2012.0,5.0,2014.0,0,1,reguler,1.6666666666666667,1,2.5125,0,2.7890625,0,2.683333333333333,0,2.3389830508474576,2,2.3389830508474576,0,2.3389830508474576,0,2.3389830508474576,0,2.3389830508474576,0,2.3389830508474576,0,2.3389830508474576,0,2.3389830508474576,0,2.3389830508474576,0,2.3389830508474576,0,2.3389830508474576,0,2.3389830508474576,0
103,20151,male,5.0,2011.0,3.2,2014.0,1,1,reguler,3.1666666666666665,0,3.4,0,3.537878787878788,0,3.452127659574468,0,3.3688524590163933,0,3.43,0,3.43,0,3.43,0,3.43,0,3.43,0,3.43,0,3.43,0,3.43,0,3.43,0,3.43,0,3.43,0
